Order No,Order Date,Customer Name,Address,City,State,Customer Type,Account Manager,Order Priority,Product Name,Product Category,Product Container,Ship Mode,Ship Date,Cost Price,Retail Price,Order Quantity,Sub Total,Discount%,Discount $,Order Total,Shipping Cost,Total
5160-1,13/7/5,Berenike Kampe,"180 High Street,Windsor",Melbourne,VIC,Corporate,Connor Betts,Not Specified,1726 Digital Answering Machine,Technology,Medium Box,Regular Air,2013-07-07,8.82,20.99,41,860.59,2,17.21,860.57,4.81,865.38
5160-2,13/7/5,Berenike Kampe,"180 High Street,Windsor",Melbourne,VIC,Corporate,Connor Betts,Not Specified,3Max Organizer Strips,Office Supplies,Small Box,Express Air,2013-07-07,3.40,5.40,26,140.40,5,7.02,140.35,7.78,148.13
6260-1,16/4/11,Berenike Kampe,"180 High Street,Windsor",Melbourne,VIC,Corporate,Connor Betts,Critical,Colored Push Pins,Office Supplies,Wrap Bag,Regular Air,2016-04-11,0.92,1.81,22,39.82,9,3.58,39.73,1.56,41.29
6121-1,15/11/17,Beth Fritzler,"Sydney Fish Market, Bank Street, Sydney",Sydney,NSW,Small Business,Phoebe Gour,Critical,Apex Box Cutter Scissors,Office Supplies,Small Pack,Regular Air,2015-11-19,4.19,10.23,16,163.68,2,3.27,163.66,4.68,168.34
5944-1,15/6/25,Beth Paige,"73 York St,Sydney",Sydney,NSW,Consumer,Tina Carlton,High,Smiths General Use 3-Ring Binders,Office Supplies,Small Box,Express Air,2015-06-26,1.18,1.88,5,9.40,8,0.75,9.32,1.49,10.81
5127-1,13/6/9,Beth Thompson,"85-113 Dunning Ave,Roseberry",Sydney,NSW,Corporate,Mihael Khan,Not Specified,Deluxe Rollaway Locking File with Drawer,Office Supplies,Small Box,Regular Air,2013-06-09,178.83,415.88,2,831.76,7,58.22,831.69,11.37,843.06
6059-1,15/9/8,Beth Thompson,"85-113 Dunning Ave,Roseberry",Sydney,NSW,Corporate,Mihael Khan,High,Alto Memo Cubes,Office Supplies,Wrap Bag,Regular Air,2015-09-10,3.32,5.18,20,103.60,6,6.22,103.54,2.04,105.58
6364-1,16/8/5,Beth Thompson,"85-113 Dunning Ave,Roseberry",Sydney,NSW,Corporate,Mihael Khan,High,Pizazz Drawing Pencil Set,Office Supplies,Wrap Bag,Regular Air,2016-08-06,1.17,2.78,6,16.68,1,0.17,16.67,1.20,17.87
5768-1,15/1/22,Bill Donatelli,"359 Crown Street,Surry Hills",Sydney,NSW,Corporate,Phoebe Gour,Critical,1726 Digital Answering Machine,Technology,Medium Box,Regular Air,2015-01-23,8.82,20.99,3,62.97,1,0.63,62.96,4.81,67.77
5768-2,15/1/22,Bill Donatelli,"359 Crown Street,Surry Hills",Sydney,NSW,Corporate,Phoebe Gour,Critical,"Artisan Flip-Chart Easel Binder, Black",Office Supplies,Small Box,Express Air,2015-01-22,13.88,22.38,42,939.96,7,65.80,939.89,15.10,954.99
5768-2,15/1/22,Bill Donatelli,"359 Crown Street,Surry Hills",Sydney,NSW,Corporate,Phoebe Gour,Critical,Beekin 105-Key Black Keyboard,Technology,Small Box,Regular Air,2015-01-24,6.39,19.98,45,899.10,6,53.95,899.04,4.00,903.04
5523-1,14/6/18,Bill Donatelli,"359 Crown Street,Surry Hills",Sydney,NSW,Corporate,Phoebe Gour,High,"Message Book, One Form per Page",Office Supplies,Wrap Bag,Regular Air,2014-06-18,2.41,3.71,39,144.69,6,8.68,144.63,1.93,146.56
6217-1,16/2/29,Bill Donatelli,"359 Crown Street,Surry Hills",Sydney,NSW,Small Business,Phoebe Gour,Medium,TypeRight Side-Opening Peel & Seel Expanding Envelopes,Office Supplies,Small Box,Regular Air,2016-02-29,54.29,90.48,16,1447.68,0,0.00,1447.68,19.99,1467.67
6316-1,16/5/31,Bill Donatelli,"359 Crown Street,Surry Hills",Sydney,NSW,Small Business,Phoebe Gour,High,TechSavi Cordless Access Keyboard,Technology,Small Box,Regular Air,2016-06-03,14.70,29.99,1,29.99,4,1.20,29.95,5.50,35.45
5391-1,14/1/26,Bill Eplett,"188 Pitt Street,Sydney",Sydney,NSW,Corporate,Tina Carlton,Critical,TechSavi Access Keyboard,Technology,Small Box,Regular Air,2014-01-27,10.07,15.98,8,127.84,4,5.11,127.80,4.00,131.80
6479-1,16/11/5,Bill Shonely,"73 MacLeay St,Potts Point",Sydney,NSW,Small Business,Natasha Song,Low,Binder Posts,Office Supplies,Small Box,Regular Air,2016-11-12,3.50,5.74,5,28.70,7,2.01,28.63,5.01,33.64
5887-1,15/5/11,Bill Stewart,"188 Pitt Street,Sydney",Sydney,NSW,Corporate,Tina Carlton,Medium,Apex Box Cutter Scissors,Office Supplies,Small Pack,Regular Air,2015-05-13,4.19,10.23,46,470.58,5,23.53,470.53,4.68,475.21
5887-2,15/5/11,Bill Stewart,"188 Pitt Street,Sydney",Sydney,NSW,Corporate,Tina Carlton,Medium,Artisan Hanging File Binders,Office Supplies,Small Box,Regular Air,2015-05-13,3.65,5.98,4,23.92,7,1.67,23.85,1.49,25.34
5336-1,13/12/11,Bill Stewart,"188 Pitt Street,Sydney",Sydney,NSW,Corporate,Tina Carlton,Low,Binding Machine Supplies,Office Supplies,Small Box,Regular Air,2013-12-15,18.38,29.17,16,466.72,7,32.67,466.65,6.27,472.92
5428-1,14/2/25,Bobby Elias,"506 Swan Street,Richmond",Melbourne,VIC,Small Business,Connor Betts,Not Specified,Creator Colored Pencils,Office Supplies,Wrap Bag,Regular Air,2014-02-26,1.57,3.28,26,85.28,8,6.82,85.20,0.98,86.18
6066-1,15/9/12,Bobby Elias,"506 Swan Street,Richmond",Melbourne,VIC,Small Business,Connor Betts,Not Specified,Assorted Color Push Pins,Office Supplies,Wrap Bag,Regular Air,2015-09-13,0.87,1.81,6,10.86,7,0.76,10.79,0.75,11.54
5552-1,14/7/15,Bobby Odegard,"240-242 Johnston Street,Fitzroy",Melbourne,VIC,Corporate,Connor Betts,Not Specified,"Laser Neon Mac Format Diskettes, 10/Pack",Technology,Small Pack,Regular Air,2014-07-17,1.87,8.12,4,32.48,7,2.27,32.41,2.83,35.24
6104-1,15/11/1,Bobby Trafton,"85-113 Dunning Ave,Rosebery",Sydney,NSW,Small Business,Mihael Khan,Low,"DrawIt Pizazz Watercolor Pencils, 10-Color Set with Brush",Office Supplies,Wrap Bag,Regular Air,2015-11-03,2.39,4.26,47,200.22,7,14.02,200.15,1.20,201.35
6104-2,15/11/1,Bobby Trafton,"85-113 Dunning Ave,Rosebery",Sydney,NSW,Small Business,Mihael Khan,Low,"Steady Colorific Colored Pencils, 12/Box",Office Supplies,Wrap Bag,Regular Air,2015-11-06,1.30,2.88,17,48.96,9,4.41,48.87,1.01,49.88
6086-1,15/10/12,Bobby Trafton,"85-113 Dunning Ave,Rosebery",Sydney,NSW,Corporate,Mihael Khan,High,Smiths General Use 3-Ring Binders,Office Supplies,Small Box,Regular Air,2015-10-14,1.18,1.88,29,54.52,10,5.45,54.42,1.49,55.91
5097-1,13/5/20,Brad Eason,"1737 Botany Rd,Banksmeadow",Sydney,NSW,Small Business,Nicholas Fernandes,Not Specified,Artisan Legal 4-Ring Binder,Office Supplies,Small Box,Regular Air,2013-05-22,13.64,20.98,47,986.06,10,98.61,985.96,1.49,987.45
6319-1,16/6/3,Brad Eason,"1737 Botany Rd,Banksmeadow",Sydney,NSW,Small Business,Nicholas Fernandes,Critical,Artisan 481 Labels,Office Supplies,Small Box,Regular Air,2016-06-04,1.94,3.08,11,33.88,3,1.02,33.85,0.99,34.84
5838-1,15/3/24,Brad Norvell,"120 Hardware St,Melbourne",Melbourne,VIC,Corporate,Yvette Biti,Critical,Smiths Standard Envelopes,Office Supplies,Small Box,Regular Air,2015-03-25,3.52,5.68,8,45.44,2,0.91,45.42,1.39,46.81
6077-1,15/9/27,Brad Norvell,"120 Hardware St,Melbourne",Melbourne,VIC,Corporate,Yvette Biti,Low,Xit Blank Computer Paper,Office Supplies,Small Box,Regular Air,2015-09-27,12.39,19.98,34,679.32,6,40.76,679.26,5.77,685.03
5091-1,13/5/19,Brad Thomas,"152 Bunnerong Road,Eastgardens",Sydney,NSW,Home Office,Tina Carlton,High,"210 Trimline Phone, White",Technology,Medium Box,Regular Air,2013-05-20,9.91,15.99,7,111.93,3,3.36,111.90,11.28,123.18
5589-1,14/8/12,Brad Thomas,"152 Bunnerong Road,Eastgardens",Sydney,NSW,Home Office,Tina Carlton,Low,Beekin 105-Key Black Keyboard,Technology,Small Box,Regular Air,2014-08-19,6.39,19.98,5,99.90,9,8.99,99.81,4.00,103.81
5788-1,15/2/4,Brad Thomas,"152 Bunnerong Road,Eastgardens",Sydney,NSW,Home Office,Tina Carlton,Medium,"DrawIt Colored Pencils, 48-Color Set",Office Supplies,Wrap Bag,Regular Air,2015-02-06,21.56,36.55,34,1242.70,3,37.28,1242.67,13.89,1256.56
6528-1,16/12/10,Brad Thomas,"152 Bunnerong Road,Eastgardens",Sydney,NSW,Corporate,Tina Carlton,Low,Smiths Gold Paper Clips,Office Supplies,Wrap Bag,Regular Air,2016-12-15,1.82,2.98,45,134.10,5,6.71,134.05,1.58,135.63
5218-1,13/8/22,Bradley Drucker,"1 John St,Waterloo",Sydney,NSW,Small Business,Charlie Bui,Low,Economy Rollaway Files,Office Supplies,Small Box,Regular Air,2013-08-24,67.73,165.20,23,3799.60,7,265.97,3799.53,19.99,3819.52
5850-1,15/4/10,Bradley Nguyen,"Shop 1, 186-190 Church Street,Parramatta;46a Macleay Street,Potts Point",Sydney,NSW,Consumer,Mihael Khan,High,"Alto Six-Outlet Power Strip, 4 Cord Length",Office Supplies,Small Box,Regular Air,2015-04-13,3.53,8.62,50,431.00,7,30.17,430.93,4.50,435.43
5467-1,14/4/11,Brenda Bowman,"73 York St,Sydney",Sydney,NSW,Small Business,Tina Carlton,Medium,12 Colored Short Pencils,Office Supplies,Wrap Bag,Regular Air,2014-04-12,1.09,2.60,2,5.20,3,0.16,5.17,2.40,7.57
5674-1,14/10/29,Brendan Murry,"2/797 Botany Rd,Rosebery",Sydney,NSW,Corporate,Samantha Chairs,High,Smiths SlimLine Pencil Sharpener,Office Supplies,Small Pack,Regular Air,2014-10-31,4.79,11.97,23,275.31,1,2.75,275.30,5.81,281.11
5690-1,14/11/19,Brendan Murry,"2/797 Botany Rd,Rosebery",Sydney,NSW,Corporate,Samantha Chairs,Medium,Economy Rollaway Files,Office Supplies,Small Box,Express Air,2014-11-21,67.73,165.20,46,7599.20,2,151.98,7599.18,19.99,7619.17
5347-1,13/12/23,Brian Dahlen,"1-2/299 Sussex St,Sydney",Sydney,NSW,Small Business,Aanya Zhang,Critical,Adesso Programmable 142-Key Keyboard,Technology,Small Box,Regular Air,2013-12-25,39.64,152.48,41,6251.68,7,437.62,6251.61,6.50,6258.11
5952-1,15/6/28,Brian Dahlen,"1-2/299 Sussex St,Sydney",Sydney,NSW,Small Business,Aanya Zhang,Medium,Artisan Binder Labels,Office Supplies,Small Box,Express Air,2015-06-30,2.45,3.89,32,124.48,10,12.45,124.38,7.01,131.39
5902-1,15/5/18,Brian DeCherney,"523 King St,Newtown",Sydney,NSW,Corporate,Aanya Zhang,Low,Laser DVD-RAM discs,Technology,Small Pack,Regular Air,2015-05-25,20.18,35.41,1,35.41,10,3.54,35.31,1.99,37.30
6340-1,16/6/29,Brian DeCherney,"523 King St,Newtown",Sydney,NSW,Corporate,Aanya Zhang,Critical,Artisan 478 Labels,Office Supplies,Small Box,Regular Air,2016-07-01,3.14,4.91,28,137.48,8,11.00,137.40,0.50,137.90
5475-1,14/5/2,Brian Stugart,"88 Oxford St,Woollahra",Sydney,NSW,Consumer,Charlie Bui,Low,"24 Capacity Maxi Data Binder Racks, Pearl",Office Supplies,Small Box,Regular Air,2014-05-04,84.22,210.55,32,6737.60,10,673.76,6737.50,9.99,6747.49
5719-1,14/12/25,Brian Stugart,"88 Oxford St,Woollahra",Sydney,NSW,Consumer,Charlie Bui,Medium,Cando PC940 Copier,Technology,Large Box,Regular Air,2014-12-27,216.00,449.99,10,4499.90,1,45.00,4499.89,24.49,4524.38
5806-1,15/2/23,Brian Thompson,"154 Castlereagh St,Sydney",Sydney,NSW,Home Office,Samantha Chairs,Critical,Security-Tint Envelopes,Office Supplies,Small Box,Regular Air,2015-02-26,4.89,7.64,32,244.48,6,14.67,244.42,1.39,245.81
5395-1,14/1/30,Brooke Gillingham,"21 Wentworth St,Parramatta",Sydney,NSW,Small Business,Aanya Zhang,Medium,"Wirebound Message Book, 4 per Page",Office Supplies,Wrap Bag,Regular Air,2014-02-01,3.48,5.43,2,10.86,10,1.09,10.76,0.95,11.71
6224-1,16/3/11,Brooke Gillingham,"21 Wentworth St,Parramatta",Sydney,NSW,Small Business,Aanya Zhang,Medium,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",Office Supplies,Small Box,Regular Air,2016-03-13,14.95,34.76,27,938.52,10,93.85,938.42,8.22,946.64
6399-1,16/9/15,Brooke Gillingham,"21 Wentworth St,Parramatta",Sydney,NSW,Small Business,Aanya Zhang,High,Emerson LQ-870 Dot Matrix Printer,Technology,Jumbo Drum,Delivery Truck,2016-09-16,219.61,535.64,44,23568.16,3,707.04,23568.13,14.70,23582.83
5221-1,13/8/25,Bruce Degenhardt,"501 George St,Sydney",Sydney,NSW,Home Office,Samantha Chairs,Not Specified,Smiths General Use 3-Ring Binders,Office Supplies,Small Box,Regular Air,2013-08-26,1.18,1.88,42,78.96,0,0.00,78.96,1.49,80.45
5529-1,14/6/19,Bruce Degenhardt,"501 George St,Sydney",Sydney,NSW,Home Office,Samantha Chairs,High,Multimedia Mailers,Office Supplies,Small Box,Regular Air,2014-06-21,99.39,162.93,16,2606.88,10,260.69,2606.78,19.99,2626.77
6362-1,16/8/4,Bruce Stewart,"Westfield Sydney,Sydney",Sydney,NSW,Corporate,Natasha Song,High,UGen Ultra Cordless Optical Suite,Technology,Small Box,Regular Air,2016-08-06,54.52,100.97,41,4139.77,3,124.19,4139.74,7.18,4146.92
5969-1,15/7/12,Bryan Spruell,"1 John Street,Waterloo",Sydney,NSW,Home Office,Charlie Bui,Low,Brown Kraft Recycled Envelopes,Office Supplies,Small Box,Regular Air,2015-07-14,11.04,16.98,1,16.98,3,0.51,16.95,12.39,29.34
6030-1,15/8/22,Bryan Spruell,"1 John Street,Waterloo",Sydney,NSW,Home Office,Charlie Bui,Low,TechSavi Access Keyboard,Technology,Small Box,Regular Air,2015-08-27,10.07,15.98,6,95.88,10,9.59,95.78,4.00,99.78
6184-1,16/1/29,Bryan Spruell,"1 John Street,Waterloo",Sydney,NSW,Home Office,Charlie Bui,Not Specified,Pizazz Drawing Pencil Set,Office Supplies,Wrap Bag,Regular Air,2016-01-31,1.53,2.78,38,105.64,0,0.00,105.64,1.34,106.98
5781-1,15/2/1,Cari Schnelling,"273 George Street,Sydney",Sydney,NSW,Home Office,Leighton Forrest,High,"3Max Polarizing Task Lamp with Clamp Arm, Light Gray",Furniture,Large Box,Regular Air,2015-02-03,56.16,136.98,2,273.96,8,21.92,273.88,24.49,298.37
5637-1,14/10/2,Carl Jackson,"6 Mary St,Newtown",Sydney,NSW,Home Office,Samantha Chairs,High,Artisan 487 Labels,Office Supplies,Small Box,Regular Air,2014-10-04,2.29,3.69,30,110.70,9,9.96,110.61,0.50,111.11
5996-1,15/7/26,Carl Jackson,"6 Mary St,Newtown",Sydney,NSW,Corporate,Samantha Chairs,High,"Angle-D Binders with Locking Rings, Label Holders",Office Supplies,Small Box,Regular Air,2015-07-26,4.53,7.30,12,87.60,3,2.63,87.57,7.72,95.29
5444-1,14/3/17,Carl Ludwig,"1/173-179 Bronte Rd,Waverley",Sydney,NSW,Corporate,Leighton Forrest,Not Specified,Alto Perma 2700 Stacking Storage Drawers,Office Supplies,Small Box,Regular Air,2014-03-18,8.92,29.74,25,743.50,0,0.00,743.50,6.64,750.14
5779-1,15/1/31,Carl Ludwig,"1/173-179 Bronte Rd,Waverley",Sydney,NSW,Corporate,Leighton Forrest,High,Cando PC940 Copier,Technology,Jumbo Drum,Delivery Truck,2015-02-02,278.99,449.99,25,11249.75,1,112.50,11249.74,49.00,11298.74
5260-1,13/10/4,Carlos Daly,"5/63-71 Enmore Rd,Newtown",Sydney,NSW,Corporate,Charlie Bui,High,Deluxe Rollaway Locking File with Drawer,Office Supplies,Small Box,Regular Air,2013-10-05,178.83,415.88,2,831.76,8,66.54,831.68,11.37,843.05
5463-1,14/4/7,Carlos Daly,"5/63-71 Enmore Rd,Newtown",Sydney,NSW,Home Office,Charlie Bui,Not Specified,Emerson Stylus 1520 Color Inkjet Printer,Technology,Jumbo Drum,Delivery Truck,2014-04-07,315.61,500.97,31,15530.07,6,931.80,15530.01,69.30,15599.31
5137-1,13/6/21,Carlos Meador,"152 Bunnerong Road,Eastgardens",Sydney,NSW,Corporate,Tina Carlton,Medium,Multimedia Mailers,Office Supplies,Small Box,Regular Air,2013-06-22,99.39,162.93,7,1140.51,3,34.22,1140.48,19.99,1160.47
5904-1,15/5/19,Carlos Meador,"152 Bunnerong Road,Eastgardens",Sydney,NSW,Corporate,Tina Carlton,Critical,Artisan Durable Binders,Office Supplies,Small Box,Regular Air,2015-05-20,1.84,2.88,16,46.08,5,2.30,46.03,1.49,47.52
5791-1,15/2/7,Carlos Soltero,"1/41B Elizabeth Bay Rd,Elizabeth Bay",Sydney,NSW,Small Business,Charlie Bui,Medium,TechSavi Cordless Elite Duo,Technology,Small Box,Regular Air,2015-02-18,60.59,100.98,13,1312.74,4,52.51,1312.70,7.18,1319.88
5822-1,15/3/15,Carlos Soltero,"1/41B Elizabeth Bay Rd,Elizabeth Bay",Sydney,NSW,Consumer,Charlie Bui,High,Self-Adhesive Ring Binder Labels,Office Supplies,Small Box,Regular Air,2015-03-17,2.18,3.52,49,172.48,8,13.80,172.40,6.83,179.23
5579-1,14/8/6,Carol Adams,"181 Enmore Rd,Enmore",Sydney,NSW,Corporate,Radhya Staples,Low,Artisan Hanging File Binders,Office Supplies,Small Box,Regular Air,2014-08-06,3.65,5.98,32,191.36,10,19.14,191.26,1.49,192.75
6230-1,16/3/17,Carol Darley,"Crown Complex,Southbank",Melbourne,VIC,Small Business,Yvette Biti,Medium,"Laser Neon Mac Format Diskettes, 10/Pack",Technology,Small Pack,Express Air,2016-03-18,1.87,8.12,37,300.44,1,3.00,300.43,2.83,303.26
6564-1,17/1/19,Carol Darley,"Crown Complex,Southbank",Melbourne,VIC,Small Business,Yvette Biti,Low,Smiths Colored Interoffice Envelopes,Office Supplies,Small Box,Express Air,2017-01-26,19.83,30.98,41,1270.18,4,50.81,1270.14,19.51,1289.65
5229-1,13/9/1,Carol Triggs,"644 George St,Sydney",Sydney,NSW,Home Office,Radhya Staples,Critical,Smiths General Use 3-Ring Binders,Office Supplies,Small Box,Regular Air,2013-09-02,1.18,1.88,43,80.84,3,2.43,80.81,1.49,82.30
5847-1,15/4/8,Carol Triggs,"644 George St,Sydney",Sydney,NSW,Home Office,Radhya Staples,Critical,Artisan Durable Poly Binders,Office Supplies,Small Box,Regular Air,2015-04-09,3.37,5.53,9,49.77,9,4.48,49.68,6.98,56.66
6150-1,15/12/22,Carol Triggs,"644 George St,Sydney",Sydney,NSW,Home Office,Radhya Staples,Not Specified,600 Series Non-Flip,Technology,Small Box,Regular Air,2015-12-24,19.78,45.99,11,505.89,7,35.41,505.82,4.99,510.81
6482-1,16/11/8,Carol Triggs,"644 George St,Sydney",Sydney,NSW,Home Office,Radhya Staples,Low,"Creator Anti Dust Chalk, 12/Pack",Office Supplies,Wrap Bag,Regular Air,2016-11-10,1.09,1.82,40,72.80,5,3.64,72.75,1.00,73.75
5669-1,14/10/23,Caroline Jumper,"145 Ramsay St,Haberfield",Sydney,NSW,Corporate,Phoebe Gour,Not Specified,Alto Perma 2700 Stacking Storage Drawers,Office Supplies,Small Box,Regular Air,2014-10-25,8.92,29.74,19,565.06,10,56.51,564.96,6.64,571.60
6455-1,16/10/25,Caroline Jumper,"145 Ramsay St,Haberfield",Sydney,NSW,Corporate,Phoebe Gour,High,"Steady EarthWrite Recycled Pencils, Medium Soft, #2",Office Supplies,Wrap Bag,Regular Air,2016-10-27,0.90,2.10,33,69.30,5,3.47,69.25,0.70,69.95
6472-1,16/11/2,Cassandra Brandow,"106 Ebley Street,Bondi Junction",Sydney,NSW,Home Office,Leighton Forrest,Not Specified,Apex Preferred Stainless Steel Scissors,Office Supplies,Small Pack,Regular Air,2016-11-03,2.50,5.68,34,193.12,0,0.00,193.12,3.60,196.72
5670-1,14/10/26,Catherine Glotzbach,"188 Pitt Street,Sydney",Sydney,NSW,Home Office,Tina Carlton,Medium,Artisan Hanging File Binders,Office Supplies,Small Box,Regular Air,2014-10-27,3.65,5.98,19,113.62,1,1.14,113.61,1.49,115.10
5445-1,14/3/17,Chad Cunningham,"499-501 Lygon Street,Carlton North",Melbourne,VIC,Small Business,Yvette Biti,Not Specified,Smiths Colored Bar Computer Paper,Office Supplies,Small Box,Regular Air,2014-03-18,21.97,35.44,21,744.24,0,0.00,744.24,4.92,749.16
5424-1,14/2/24,Chad McGuire,"73 MacLeay St,Potts Point",Sydney,NSW,Small Business,Natasha Song,Critical,Artisan Non-Stick Binders,Office Supplies,Small Box,Regular Air,2014-02-25,2.74,4.49,6,26.94,3,0.81,26.91,1.49,28.40
5881-1,15/5/1,Chad McGuire,"73 MacLeay St,Potts Point",Sydney,NSW,Small Business,Natasha Song,Not Specified,Smiths File Caddy,Office Supplies,Small Box,Regular Air,2015-05-02,4.03,9.38,31,290.78,8,23.26,290.70,7.28,297.98
5728-1,14/12/28,Charles Crestani,"Sydney Fish Market, Bank Street, Sydney",Sydney,NSW,Consumer,Phoebe Gour,High,Alto Perma 3000 Stacking Storage Drawers,Office Supplies,Small Box,Regular Air,2014-12-30,7.13,20.98,47,986.06,1,9.86,986.05,5.42,991.47
5935-1,15/6/11,Charles Crestani,"Sydney Fish Market, Bank Street, Sydney",Sydney,NSW,Consumer,Phoebe Gour,High,Steady Pocket Accent Highlighters,Office Supplies,Wrap Bag,Express Air,2015-06-13,0.93,1.60,24,38.40,4,1.54,38.36,1.29,39.65
6144-1,15/12/16,Charles Crestani,"Sydney Fish Market, Bank Street, Sydney",Sydney,NSW,Consumer,Phoebe Gour,Medium,Multimedia Mailers,Office Supplies,Small Box,Regular Air,2015-12-17,99.39,162.93,41,6680.13,1,66.80,6680.12,19.99,6700.11
5629-1,14/9/28,Charles McCrossin,"81 MacLeay St,Potts Point",Sydney,NSW,Corporate,Samantha Chairs,High,Smiths Paper Clips,Office Supplies,Wrap Bag,Regular Air,2014-09-29,1.53,2.47,49,121.03,3,3.63,121.00,1.02,122.02
5188-1,13/7/26,Charles Sheldon,"180 High Street,Windsor",Melbourne,VIC,Corporate,Connor Betts,Low,TechSavi Internet Navigator Keyboard,Technology,Small Box,Regular Air,2013-07-28,6.51,30.98,8,247.84,1,2.48,247.83,6.50,254.33
5362-1,14/1/7,Charlotte Melton,"211/25-29 Dixon St,Haymarket",Sydney,NSW,Home Office,Preston Senome,Medium,Smiths Bulldog Clip,Office Supplies,Wrap Bag,Regular Air,2014-01-08,2.31,3.78,47,177.66,2,3.55,177.64,0.71,178.35
5250-1,13/9/23,Chloris Kastensmidt,"7/370-374 Victoria Ave,Chatswood",Sydney,NSW,Consumer,Stevie Bacata,Low,"210 Trimline Phone, White",Technology,Medium Box,Regular Air,2013-09-30,9.91,15.99,27,431.73,1,4.32,431.72,11.28,443.00
6327-1,16/6/14,Christina Anderson,"438 Victoria Avenue,Chatswood",Sydney,NSW,Corporate,Natasha Song,Critical,Multimedia Mailers,Office Supplies,Small Box,Express Air,2016-06-15,99.39,162.93,36,5865.48,5,293.27,5865.43,19.99,5885.42
5040-1,13/3/16,Christina Vanderzanden,"188 Pitt Street,Sydney",Sydney,NSW,Small Business,Tina Carlton,Low,"Steady Colorific Colored Pencils, 12/Box",Office Supplies,Wrap Bag,Regular Air,2013-03-20,1.30,2.88,48,138.24,7,9.68,138.17,1.01,139.18
5618-1,14/9/13,Christina Vanderzanden,"188 Pitt Street,Sydney",Sydney,NSW,Small Business,Tina Carlton,Low,"Angle-D Binders with Locking Rings, Label Holders",Office Supplies,Small Box,Regular Air,2014-09-17,4.53,7.30,26,189.80,3,5.69,189.77,7.72,197.49
6252-1,16/4/3,Christina Vanderzanden,"188 Pitt Street,Sydney",Sydney,NSW,Small Business,Tina Carlton,Low,Bagged Rubber Bands,Office Supplies,Wrap Bag,Express Air,2016-04-03,0.24,1.26,40,50.40,4,2.02,50.36,0.70,51.06
6396-1,16/9/13,Christina Vanderzanden,"188 Pitt Street,Sydney",Sydney,NSW,Small Business,Tina Carlton,Low,Smiths File Caddy,Office Supplies,Small Box,Express Air,2016-09-20,4.03,9.38,46,431.48,9,38.83,431.39,7.28,438.67
5541-1,14/6/29,Christine Abelman,"Sydney Fish Market, Bank Street, Sydney",Sydney,NSW,Corporate,Phoebe Gour,Medium,Artisan 479 Labels,Office Supplies,Small Box,Regular Air,2014-06-29,1.59,2.61,44,114.84,9,10.34,114.75,0.50,115.25
6414-1,16/9/23,Christine Phan,"10 O'Connell St,Sydney",Sydney,NSW,Small Business,Aanya Zhang,Medium,3Max Organizer Strips,Office Supplies,Small Box,Regular Air,2016-09-26,3.40,5.40,38,205.20,3,6.16,205.17,7.78,212.95
5731-1,14/12/30,Christine Sundaresam,"7 Khartoum Rd,Macquarie Park",Sydney,NSW,Small Business,Preston Senome,Not Specified,Artisan Round Ring Poly Binders,Office Supplies,Small Box,Regular Air,2014-12-31,1.82,2.84,27,76.68,3,2.30,76.65,5.44,82.09
6019-1,15/8/11,Christine Sundaresam,"7 Khartoum Rd,Macquarie Park",Sydney,NSW,Small Business,Preston Senome,High,Pizazz Colored Pencils,Office Supplies,Wrap Bag,Regular Air,2015-08-14,1.76,2.94,39,114.66,4,4.59,114.62,0.81,115.43
